gene,Length,Nonsyn_v,Syn_v,Tissuespe,Expr,Reptime,HIc,GC,ALL_tr_length,CO_tr_length,ALL_tr_count,CO_tr_count,NC_tr_count,NC_mut_rate,HI,REC,CONS,RVIS,GDI,NET
SPATA16,1.76,29,11,1,2.22219,577,-15,36.67,251911,251911,1,1,0,0.00000454,0.000001,0.000001,0.400309511,1.732552414,16.10989,9.58E-10
SPATA17,1.136,22,10,1,0.87153,966,-21,35.7,103525.8,240373,5,1,4,0.000005104,0.03924,0.0882,-2.021831694,-0.134019284,4.02527,0.034000355
NEU1,1.278,9,8,0,24.85614,188,36,52.86,4008.025,3858.25,6,1,3,0.000002363,0.000001,0.000001,2.617983028,-0.227663163,3.14196,0.999446399
SPATA12,0.578,10,8,1,4.18332,332,46,45.44,14992,14992,1,1,0,0.000002079,0.000001,0.000001,0.000001,-0.117432389,1.09795,0.155065597
NEU3,1.401,23,11,0,7.62277,454,36,43.57,16290.11111,16290.11111,9,9,0,0.000002126,0.30742,0.30362,-0.850912736,-0.134019284,3.8118,0.655011544
NEU2,1.153,22,13,0,4.10526,294,33,56.83,2386,2386,1,1,0,0.000002355,0.13477,0.3549,-0.009905868,0.132352165,4.62278,0.88259417
SPATA13,4.276,47,28,0,2.55006,569,36,44.13,75610.08333,81782.2,12,10,2,0.000002786,0.28685,0.1118,0.002172398,2.008142452,6.15271,0.213646701
NEU4,1.514,38,26,1,5.98219,487,29,65.6,5841.176471,5874.833333,17,12,5,0.00000383,0.16791,0.22163,0.814400525,0.000001,4.39211,0.986465992
ARHGDIG,0.708,13,10,0,13.40678,205,43,63.5,4152.166667,6662.2,7,5,2,0.00000353,0.1472,0.12238,0.14777497,-0.159704656,0.75687,0.84996168
TFE3,1.778,0,1,0,0.000001,0.000001,0.000001,52.58,7987.8,14763.5,5,1,4,0.000003407,0.60298,0.2417,2.256563715,0.505321956,1.25339,0.17047878
TFEB,1.518,19,19,0,4.58237,251,49,54.14,35918,38093.6875,17,16,1,0.000002404,0.30823,0.17188,1.583181873,-0.602450568,2.37478,0.179029984
ST8SIA1,1.096,13,8,0,4.01092,910,-22,38.38,82832.75,77097.85714,16,7,9,0.000003565,0.16187,0.14714,1.150904094,0.106667882,0.95895,0.21336777
ST8SIA3,1.163,9,13,0,2.98355,599,9,41.88,12707.33333,16350.5,3,2,1,0.000002904,0.47947,0.10656,2.086260737,-0.293801652,9.41464,0.476119481
ST8SIA2,1.158,16,18,1,2.88853,578,-30,48,56593.75,71855.33333,4,3,1,0.000002814,0.39163,0.2681,0.625768644,-0.424258538,1.76447,0.802171008
NR2C2,1.918,18,21,0,4.83299,400,43,42.09,54082.58333,59197.33333,12,9,3,0.000002363,0.19105,0.1841,2.374467585,-0.88906181,0.77727,1
ATF1,0.846,6,8,0,6.65195,250,42,41.93,51620.6,53176.25,6,4,2,0.000002219,0.89892,0.18118,1.689261135,0.25917371,2.05535,0.999014197
EPM2AIP1,1.829,8,11,0,3.92784,473,21,38.52,7439,7439,1,1,0,0.000002509,0.000001,0.000001,3.922668556,-0.005381972,0.82883,0.913768776
ATF2,1.595,16,8,0,3.47113,641,24,36.05,64370.5,83905.84615,23,13,10,0.000003542,0.88198,0.28104,1.074865449,-0.714505427,0.73683,0.999427545
NR2C1,1.957,18,9,0,3.65826,544,27,39.56,22766.94444,32830.8,18,5,13,0.000002543,0.19199,0.14442,1.030068961,-0.514264485,1.60027,0.989488793
QSER1,5.263,64,31,0,4.08746,172,23,38.54,41769.33333,50152.5,6,4,2,0.000002821,0.56585,0.09696,0.769027463,-0.231522913,5.29998,0.157777338
VRTN,2.114,34,19,0,6.04423,384,45,46.86,32780.5,32780.5,2,2,0,0.000001,0.000001,0.000001,1.570879552,-0.350843407,2.12035,0.11437136
TFEC,1.15,11,10,1,2.36823,538,-14,35,71625.77778,106658.4,9,5,4,0.000003887,0.2877,0.18291,0.9474087,0.260991686,3.14287,0.657070824
MANEA,1.409,25,8,0,0.29596,1315,-6,33.8,19852,20877,3,2,1,0.000005738,0.47462,0.10826,-0.807574275,0.132352165,6.67042,0.128075041
TFF2,0.41,8,4,1,3.13101,464,90,53.58,4656.333333,4772,3,1,2,0.000002453,0.0909,0.21453,0.000001,0.547599506,1.7939,0.539175613
SCN9A,6.064,93,33,0,0.93566,908,-9,34.44,100560,117517,7,6,1,0.00000426,0.32351,0.19894,-0.010544475,0.334233824,10.22513,0.178701449
TFF3,0.3,5,3,1,3.13101,464,90,54.43,3208.25,3733,4,3,1,0.000002453,0.000001,0.000001,0.000001,0.391453969,0.91268,0.002877925
TFF1,0.27,5,5,1,3.13101,464,90,53.81,4313,4313,1,1,0,0.000002453,0.12999,0.25471,0.000001,0.525552348,0.91816,0.68785745
ARHGDIA,0.64,3,5,0,37.98594,211,19,68.12,2204.941176,2761.5,17,8,9,0.000001,0.000001,0.000001,2.099943656,-0.251530012,1.46221,0.972553372
ARHGDIB,0.631,7,7,1,3.609,426,8,41.12,12269.55556,12856.57143,9,7,2,0.000003019,0.18465,0.15699,1.001444201,-0.05129383,0.61003,0.987455147
OR1I1,1.073,25,10,0,9.90597,524,16,52.42,1242,1242,1,1,0,0.000003151,0.04546,0.08475,0.982609447,2.263666797,22.57901,0.149732503
SHPRH,5.242,52,26,0,0.93507,878,7,35.43,46419.5,69174,10,5,5,0.000004014,0.13185,0.10634,2.312062773,-1.056370776,3.87204,0.751431579
MEA1,0.578,12,3,0,12.00368,259,40,56.59,1875,1875,1,1,0,0.000002216,0.59479,0.27766,0.000001,0.215080722,3.57483,0.800905187
ATG3,1.078,6,6,0,3.02697,636,41,36.32,17646.11111,27587.66667,9,3,6,0.000002806,0.34371,0.11934,1.526389326,0.03689118,1.1399,0.971291368
MPRIP,3.27,34,27,0,7.83403,214,11,51.29,43410.86364,62379.85714,22,14,8,0.000002301,0.000001,0.000001,2.943310462,-1.302541541,10000,0.689520622
ATF6,2.093,31,16,0,4.07279,420,16,37.21,108973.5,197777,2,1,1,0.000003351,0.24087,0.27985,0.763730448,0.42259095,11.62279,0.986471688
HDAC5,3.502,40,37,0,9.23807,171,32,55.66,22254.46154,33477.75,13,8,5,0.000002448,0.42557,0.28748,2.649711886,-1.280491183,2.85329,0.803911951
HDAC4,3.385,52,54,1,0.66632,584,22,51.33,99257.83333,112110.875,18,8,10,0.000002825,0.46692,0.30959,2.27272369,-2.848385772,2.60765,0.894984326
ATF5,0.859,15,10,0,16.79101,205,45,55.56,3440.8,3440.8,5,5,0,0.000002808,0.54803,0.13429,-0.07773788,0.062575634,2.82682,0.927750418
HDAC3,1.362,3,5,0,7.71583,353,25,45.27,5741.625,13298,16,2,14,0.000002061,0.96555,0.64888,3.337261273,-0.029247611,2.14866,0.945952036
ATF4,1.066,27,10,0,7.2104,467,72,58.94,2410.666667,2410.666667,3,3,0,0.00000233,0.12249,0.5683,-1.476410584,1.021500656,9.54065,0.997861228
HDAC2,1.537,4,5,0,2.17826,610,14,38.55,19199.72222,22895.46154,18,13,5,0.000003484,0.95245,0.84052,2.993122591,-0.119252484,5.33473,1
ATF3,0.745,5,5,0,4.1831,224,22,43.16,19890.5,23534,9,6,3,0.00000249,0.44816,0.56655,0.000001,0.103030231,1.01105,1
ST8SIA6,1.237,14,11,0,5.1406,523,-4,40.81,71592,71592,2,2,0,0.000003402,0.07431,0.11513,0.272928395,0.196671391,4.28656,0.31669202
HDAC1,1.519,9,15,1,14.27362,210,43,46.79,21930.90909,39848.33333,11,3,8,0.0000017,0.99856,0.91877,2.808681795,-0.692458599,4.57986,0.811005051
FAAH,1.815,21,15,1,5.97667,255,28,55.38,9807.833333,19581,6,1,5,0.000001827,0.11182,0.16192,1.266344735,-0.468351206,7.49371,0.753998694
ST8SIA4,1.109,8,6,0,0.2435,1122,36,34.12,31582.5,57118,4,2,2,0.000004637,0.16759,0.11031,1.12602914,-0.339715008,0.71609,0.507941756
ATF7,1.597,16,11,0,15.42915,154,52,42.93,73736.78571,99000.1,14,10,4,0.000002803,0.26951,0.11887,1.474111201,-0.648365105,0.1461,0.993052338
ST8SIA5,1.166,14,9,0,2.92667,608,15,47.59,51219.77778,77374,9,3,6,0.000002947,0.17614,0.1014,2.210078294,-0.203796826,1.98709,0.369142712
RGAG1,4.177,2,2,0,0.000001,0.000001,0.000001,42.87,45035.33333,45035.33333,3,3,0,0.00000296,0.000001,0.000001,0.745161859,0.496013929,3.58698,0.042767788
RGAG4,1.715,2,2,0,0.000001,0.000001,0.000001,54.99,4566,4453,3,2,1,0.000002715,0.000001,0.000001,2.633865086,0.439181676,4.63891,0.539175613
SCN8A,6.073,26,41,0,5.75393,464,27,41.03,118847.1429,149368.6,7,5,2,0.000002232,0.6031,0.25451,6.419004131,-1.749006627,2.16874,0.701698918
HDAC9,3.545,25,27,0,0.65395,684,-6,36.13,223797,283840.6667,28,15,13,0.000005013,0.93284,0.71489,2.661860039,-1.061810361,1.8735,0.555253284
HDAC8,1.277,0,1,0,0.000001,0.000001,0.000001,40.05,116601.6,135311.5714,20,14,6,0.000002981,0.18055,0.12564,1.03639261,-0.273576253,0.36173,0.961173627
HDAC7,3.106,45,25,0,3.91157,182,29,54.88,16962.63333,24347,30,17,13,0.000002432,0.000001,0.000001,1.059070499,-0.038558137,5.94619,0.868687188
HDAC6,3.788,1,0,0,0.000001,0.000001,0.000001,50.55,5930.184211,8978.423077,38,13,25,0.000003131,0.1462,0.18896,2.665566982,0.069852974,3.26923,0.604327649
HINT3,0.574,4,1,0,1.50315,177,15,38.08,23461,23461,1,1,0,0.000002993,0.04425,0.07782,0.000001,0.21326276,0.74604,0.401485722
ATL2,1.93,22,12,0,8.08394,366,25,39.46,59252.89474,76642.27273,19,11,8,0.000001714,0.50505,0.11563,1.356774918,-0.067881249,11.29657,0.070946019
HP1BP3,1.722,16,9,0,6.41625,206,30,41.17,17352.92857,20597.81818,14,11,3,0.000001992,0.51974,0.16149,1.513538084,-0.26993514,1.57913,0.926129355
ATL1,1.747,12,10,0,4.8399,295,43,37.9,42219.63636,57908.875,12,8,4,0.000001964,0.58111,0.15924,2.237466254,-0.582225231,0.46059,0.452948453
HINT1,0.396,8,4,1,3.10375,228,15,43.5,5173.3,3177.8,10,5,5,0.000002445,0.30498,0.21608,0.000001,-0.141298762,0.2284,0.644922788
ATL3,1.691,9,10,0,10.58363,170,50,42.43,32725.6,37729.75,5,4,1,0.000002684,0.000001,0.000001,1.758670561,-0.137658575,5.28046,0.274866541
HINT2,0.517,7,0,1,8.47663,227,54,54.66,1782.285714,2062,7,1,6,0.000001946,0.09753,0.08365,0.000001,-0.075159878,0.94789,0.800905187
OR1N2,0.998,15,15,0,4.07749,646,9,41.61,1103,1103,1,1,0,0.000002874,0.000001,0.000001,0.684081647,0.863528995,6.36186,0.060988832
OR1N1,0.941,15,12,0,3.73314,646,3,50.37,936,936,1,1,0,0.000002838,0.000001,0.000001,0.271337908,0.485092724,7.65114,0.004470584
ALS2CR12,1.408,34,7,1,5.54245,411,31,40.89,44382.5,47347.85714,10,7,3,0.000002109,0.01855,0.05854,-1.783602205,-0.732911333,1.57243,0.017626763
ACAD8,1.303,25,8,0,2.7035,623,21,47.88,6851.294118,8998.8,19,5,14,0.000004376,0.02167,0.24964,0.094348191,-0.380166007,2.17093,0.992254211
SCN7A,5.169,72,30,0,0.68529,918,-11,34.54,53560.8,60858.66667,5,3,2,0.00000465,0.07774,0.09397,-0.510061356,0.859723513,5.53258,0.189251231
ALS2CR11,5.69,33,12,1,4.36378,491,24,37.84,100630.2,119781,5,4,1,0.000002161,0.000001,0.000001,0.303034964,2.535637851,5.13101,0.183316844
ACAD9,1.956,34,20,0,11.17839,382,54,49.25,20456.83333,25171,12,2,10,0.000002483,0.10391,0.22317,1.05698543,-0.841329384,2.84303,0.998522274
IMPDH1,1.899,28,16,0,9.02782,246,34,57.06,12505.94444,15240.09091,18,11,7,0.000002744,0.69586,0.09849,1.480116144,-0.244249595,1.81072,0.074916674
IMPDH2,1.615,15,9,0,17.99657,241,41,53.38,1880.25,4025.666667,12,3,9,0.000001835,0.96503,0.39372,2.199749045,-0.648365105,0.70197,0.97527753
ACADM,1.442,15,11,0,1.52734,578,-13,40.45,27341.33333,38559.2,19,5,14,0.000005728,0.15704,0.72174,0.35641729,-0.247889024,1.25961,0.994263852
ACADS,1.289,15,21,0,17.41363,349,42,55.49,13346.66667,14004,3,2,1,0.000002641,0.21732,0.52588,1.571079348,-0.200157417,7.63308,0.708784269
DIEXF,2.331,29,17,0,2.21666,464,7,41.44,17693.5,17693.5,2,2,0,0.000001,0.39061,0.23111,0.558961614,1.025142459,3.92161,0.11437136
GAN,1.849,29,16,0,3.16209,160,14,41.53,41269.5,75933,2,1,1,0.000002288,0.24569,0.28104,1.130130144,-0.598810865,1.39863,0.72043265
GAL,0.397,6,3,0,7.8072,354,49,57.14,3780.5,6701,2,1,1,0.000002544,0.61129,0.42521,0.864570076,0.813985927,2.10121,0.26475978
ACADL,1.348,25,9,0,1.90249,696,2,36.42,14860.5,37553,4,1,3,0.000003802,0.06718,0.32629,-0.743053285,-0.358119787,8.42773,0.296270338
NEXN,2.088,27,9,1,3.67341,256,1,39.06,34004.7,45437.71429,10,7,3,0.000003055,0.19167,0.10259,0.458346394,-0.045835247,6.94727,0.014462568
GAK,4.076,83,62,0,6.79769,256,41,56.5,22202.28571,41041,21,6,15,0.000002956,0.22857,0.21456,0.514942602,-1.350697123,6.90678,0.97112973
SNRNP200,6.636,42,60,1,9.04852,213,43,47.58,10697.77778,31200.5,9,2,7,0.000003017,0.37044,0.16846,6.165737396,-2.34092223,2.89764,0.912963382
GAA,2.954,62,41,0,6.63665,237,27,58.33,6515.222222,11716.25,9,4,5,0.000002649,0.11717,0.93517,0.197990978,-1.159397299,7.915,0.524262726
MAPRE2,1.115,3,7,0,2.61776,582,11,39.48,101280.8462,126713.1,13,10,3,0.000003026,0.80943,0.12479,2.320188043,-0.207437529,0.47939,0.939153279
MAPRE1,0.837,10,7,0,5.50127,293,48,44.44,30513,30513,1,1,0,0.000002381,0.94827,0.14604,0.493921568,-0.249709319,0.82104,0.414166172
MAPRE3,0.876,9,8,0,12.22544,290,33,45.89,32448.11111,33955.75,9,4,5,0.000001972,0.91834,0.11809,1.111474446,-0.273576253,0.01312,0.843567958
UGP2,1.577,16,9,0,3.12741,380,10,38.65,36859.42857,38817.58333,28,12,16,0.00000209,0.97124,0.39898,0.088268169,-0.979072682,0.80685,0.99288228
SLC7A6OS,0.955,17,4,0,8.19579,281,46,47.2,10928.4,7570.5,5,2,3,0.00000179,0.000001,0.000001,1.674504571,0.749657564,4.63826,0.230866368
OR1L8,0.935,22,9,0,4.07749,646,9,47.85,1061,1061,1,1,0,0.000002874,0.000001,0.000001,-1.231621701,0.575097644,3.7487,0.015261219
OR1L6,0.941,18,2,0,4.3374,487,10,49.33,990,990,2,2,0,0.000002894,0.16197,0.08174,-0.237081457,0.994001092,3.43646,0.002066593
OR1L4,0.941,21,6,0,4.09923,553,12,48.72,936,936,1,1,0,0.000002894,0.27416,0.07615,-1.091562592,1.662761848,2.01596,0.12906667
OR1L3,0.98,23,11,0,4.09923,553,12,42.67,1118,1118,1,1,0,0.000002894,0.000001,0.000001,-0.042648217,2.307780051,8.67096,0.184878306
OR1L1,0.938,22,6,0,4.09923,553,12,41.92,1008,1008,2,2,0,0.000002894,0.000001,0.000001,-1.09001953,0.92967242,4.73297,0.130170169
WDYHV1,0.683,11,5,0,5.44059,225,35,45.17,25803.88889,20168.4,9,5,4,0.000002612,0.04347,0.13283,0.000001,0.859896574,23.37082,0.870598901
TFAM,0.776,8,4,0,1.52882,326,-7,38.21,10707.75,10997,4,3,1,0.000004008,0.08685,0.20247,0.825865639,-0.029247611,3.87855,0.994152807
ATIC,1.859,37,14,0,5.30312,531,12,41.16,16638.64286,22126.71429,15,7,8,0.000002979,0.86437,0.69972,-0.648688847,0.248041348,11.19306,0.967688879
MYZAP,1.466,30,10,0,0.000001,0.000001,0.000001,42.16,66069.75,66069.75,4,4,0,0.000001,0.000001,0.000001,-0.960916711,0.000001,7.59846,0.000001
DCLK3,1.967,34,13,0,3.74894,617,-14,43.94,19571.5,27440,2,1,1,0.000003318,0.19024,0.1132,0.582403775,-0.020150552,1.97483,0.092619197
DCLK2,2.437,23,20,0,0.88181,409,-4,40.72,147185.2,178271.6667,5,3,2,0.0000027,0.13998,0.10102,2.654490399,-0.378346117,2.28968,0.253141559
SCNN1G,2.01,28,20,1,5.47445,631,23,47.52,34169,34169,1,1,0,0.000002825,0.69216,0.45347,1.113288512,-0.953385901,5.1937,0.893055818
SCNN1B,1.983,38,15,0,5.20509,611,32,48.05,40735.57143,55070.75,9,4,5,0.00000269,0.6783,0.26884,0.194453136,0.159856957,3.08872,0.72056084
SCNN1A,2.267,32,19,0,26.70962,198,46,51.15,10608.30435,23299.85714,24,7,17,0.000002671,0.97023,0.29005,1.910018493,0.268267497,8.40614,0.643975262
SCN5A,6.283,79,78,0,3.66751,578,25,50.93,64935.25,85622.81818,14,11,3,0.000002181,0.27349,0.25781,3.503386509,-1.881883902,6.40726,0.69362992
DCLK1,2.468,9,16,0,0.82515,1033,-14,40.16,124030.1667,271404.5,7,4,3,0.000004237,0.82958,0.16306,4.13988351,-0.646543901,1.00069,0.743352928
SCNN1D,2.499,76,47,0,17.44013,273,28,65.93,8148.25,8475,8,6,2,0.000003403,0.70009,0.14008,-1.731761697,1.771089818,5.7775,0.824782391
GBA,1.666,30,16,0,15.74928,194,45,51.52,4662.931034,8150.142857,15,5,10,0.0000023,0.08789,0.6361,0.184740144,0.178263593,2.66182,0.973142942
OR1M1,0.947,30,8,0,3.1103,471,-63,54.3,1035,1035,1,1,0,0.000003885,0.08575,0.09971,-1.104249296,0.709197509,2.88942,0.06222097
GCG,0.568,9,3,1,0.95439,554,7,34.19,5767.6,9011,5,2,3,0.000004194,0.24832,0.84371,0.000001,0.03689118,0.40978,0.881117885
GCK,1.548,7,10,0,13.21842,282,62,49.97,21124.75,24175.8,8,5,3,0.000002764,0.8126,0.74195,3.585821393,-0.359940251,0.34078,0.863945523
CUL4A,2.404,26,20,1,7.87509,214,46,45.97,31493.09091,55485,11,4,7,0.000006337,0.61067,0.26405,1.717589312,-0.422438699,7.84549,0.844250118
MEP1A,2.311,34,21,1,1.37754,431,2,38.12,46389,46389,1,1,0,0.000003057,0.1386,0.14733,1.011888211,1.337468036,10.54032,0.564740286
SCN4B,0.712,8,7,0,7.07709,293,56,52.64,11118.5,17686,6,2,4,0.000002147,0.22248,0.12747,0.869488239,-0.383807564,0.62155,0.435709912
MEP1B,2.181,38,15,1,3.42655,617,11,39.49,23269.75,26648,4,3,1,0.000002762,0.16324,0.13511,0.574373425,0.75875178,6.1117,0.612572161
FAF2,1.393,11,7,1,5.92072,239,47,42.96,25207.33333,50260,6,2,4,0.000003212,0.56666,0.1164,2.262971707,-0.427900189,0.72815,0.910863814
FAF1,2.048,21,12,0,2.37738,691,-5,38.25,299536.8333,403712.3333,6,3,3,0.000002366,0.4002,0.10743,2.075836776,-0.424258538,0.85309,0.973237571
CUL4B,2.86,0,0,0,0.000001,0.000001,0.000001,39.25,21490.85714,34122.25,7,4,3,0.00000301,0.87445,0.12121,3.047865328,-0.361761279,0.33598,0.559117095
GCA,0.694,8,4,0,0.70731,856,-5,36.25,22218.2,23673.66667,10,6,4,0.000004389,0.09315,0.1833,0.000001,0.525552348,4.5361,0.266393023
RNF113B,0.979,12,6,0,4.70049,470,20,54.83,1481,1481,1,1,0,0.000002572,0.11894,0.09436,2.266038473,0.260991686,3.06033,0.590213515
SCN4A,5.631,75,62,1,14.55216,404,25,56.1,12812.33333,34365,4,2,2,0.000002263,0.13221,0.33815,2.954155447,-0.751649942,4.45606,0.793742808
RNF113A,1.037,0,0,0,0.000001,0.000001,0.000001,54.55,1295,1295,1,1,0,0.000002911,0.1551,0.09276,2.501514371,0.547599506,0.81407,0.539175613
RAB3GAP2,4.357,46,17,0,6.51142,476,4,37.8,43018.4,66632,10,2,8,0.000003751,0.63992,0.12109,0.921006585,-1.080231599,8.2416,0.919107447
HKR1,2,45,22,0,2.28816,939,-63,43.83,22599.66667,27060.33333,27,18,9,0.000003831,0.000001,0.000001,-0.888096234,0.271907864,10.37502,0.539175613
IL6ST,2.832,42,16,0,3.17374,438,51,37.41,29301.46154,38294.8,16,10,6,0.000002317,0.67923,0.7643,3.196970566,0.536463361,10.43351,0.965350731
NELL1,2.622,55,23,1,0.45732,989,-19,38.29,408883.25,905788.75,12,4,8,0.000006535,0.16311,0.14813,-0.568888643,0.207589927,5.81461,0.44783036
RAB3GAP1,3.092,28,19,0,3.58477,577,26,37.96,65971.28571,91750.5,7,4,3,0.000003032,0.42054,0.14874,1.804638863,0.202129237,8.85637,0.673058157
NELL2,2.806,39,16,1,0.79685,930,-19,36.23,182517.65,212872.3333,20,15,5,0.000003551,0.35773,0.13434,-1.291913099,-0.615405356,3.8022,0.582167033
FST,1.072,5,4,1,2.02521,488,-5,45.51,3796.4,4391,5,4,1,0.000002755,0.88912,0.4861,2.825874626,0.591694063,1.27001,0.97797696
PPCS,1.079,6,5,0,5.70562,583,27,42.3,4534.111111,3311,9,5,4,0.00000177,0.11978,0.15942,2.56197722,-0.029247611,0.63875,0.02548489
WWP2,2.732,34,26,0,0.000001,0.000001,0.000001,45.6,63532.13636,104889.125,22,8,14,0.00000293,0.76099,0.13681,2.572712975,-0.505170032,2.46197,0.942130486
WWP1,2.884,19,13,0,1.93108,1112,-6,37.46,39313.63636,72707.66667,13,6,7,0.000005924,0.70717,0.14234,2.821416893,-0.690637458,1.65778,0.996938306
WWOX,1.353,51,25,0,0.51599,1260,-34,42.64,382831.6429,758942.2857,16,7,9,0.000003346,0.48891,0.98177,-2.96437823,1.09676066,13.60375,0.445309988
FTL,0.548,7,6,0,19.27185,211,43,55.96,1578,1578,1,1,0,0.000002726,0.08288,0.64843,1.244380995,-0.163345027,0.39394,0.954868914
SGPL1,1.777,27,10,0,4.24452,579,30,41.07,22654.75,28698.33333,4,3,1,0.000001845,0.16544,0.43246,0.655563905,-0.290161348,4.22621,0.553570849
C5AR2,1.019,20,6,0,11.32395,232,41,49.36,5779.333333,5779.333333,3,3,0,0.000001,0.05201,0.15302,0.000001,-0.334253673,2.01172,0.000001
C5AR1,1.062,34,10,1,11.32395,232,41,49.69,17679,17652.5,3,2,1,0.000002645,0.13565,0.46572,-0.80059524,-0.598810865,0.84526,0.715162265
FRY,9.347,82,65,0,2.21552,488,40,38.87,59944,90148.25,7,4,3,0.00000265,0.000001,0.000001,4.771596467,-2.659471462,9.12382,0.7541373
ACAP3,2.625,28,29,0,17.44013,273,28,67.3,6861.692308,15574.5,13,2,11,0.000003403,0.20316,0.11007,1.206164642,-0.352661697,2.50129,0.781408139
PPBP,0.402,6,3,1,2.30379,408,2,43.88,1160,1160,1,1,0,0.000002298,0.34794,0.38595,0.000001,-0.141298762,0.06555,0.731779405
ACAP1,2.333,23,19,0,19.11735,206,36,54.56,4086.166667,4744.714286,12,7,5,0.000002247,0.6323,0.09928,1.91489172,0.001895464,4.60736,0.549065231
ACAP2,2.452,16,13,0,4.31673,561,43,38.17,43370.85714,60622.8,14,5,9,0.000005721,0.35555,0.11517,2.432475501,-0.602450568,1.1916,0.718714825
ATP5C1,0.951,10,4,1,1.99228,475,16,40.13,13574.90909,18008.33333,11,3,8,0.000004285,0.31179,0.56962,0.877050761,-0.317668748,0.66377,0.945149855
NEK8,2.154,39,16,0,16.95792,208,40,53.77,8978,9139.75,8,4,4,0.000002187,0.28199,0.10688,0.448534887,-1.241834664,1.53085,0.995193411
OR2D2,0.932,26,9,0,4.03341,827,6,45.41,1110,1110,1,1,0,0.000003195,0.000001,0.000001,-0.529047581,2.175443036,12.50327,0.11437136
NEK9,3.05,46,21,0,9.19043,222,47,42.1,15643.36364,21081.33333,11,3,8,0.000001936,0.44488,0.31694,1.295897959,-0.416983034,4.36229,0.964729318
OR2D3,0.998,17,9,0,4.03341,827,6,44.21,1060,1060,1,1,0,0.000003195,0.0778,0.0728,-0.447285366,1.107875794,18.84784,0.134176157
CDCA7L,1.415,22,16,0,6.87019,581,-1,41.49,26689.7,35360.42857,10,7,3,0.000003104,0.34931,0.11906,-0.798335955,-1.065444789,1.33354,0.990064633
NEK4,2.606,27,11,0,12.05825,272,48,42.79,28511.71429,46535.75,7,4,3,0.000001578,0.50058,0.07388,1.412686704,-0.354480519,9.56871,0.257069923
NEK5,2.227,36,8,0,4.07938,432,42,41,59967.33333,64323,3,1,2,0.000002803,0.000001,0.000001,0.232280682,1.067416815,6.1628,0.396304853
NEK6,1.175,10,15,0,4.83948,406,41,54.99,73210.21429,72360.73333,15,15,0,0.000002197,0.12306,0.11384,1.985091343,-0.359940251,3.63133,0.996632665
MDH2,1.062,24,16,0,10.72825,218,49,50.93,10732.25,14692,8,4,4,0.0000034,0.32327,0.90548,-0.622999568,-0.334253673,3.11958,0.997635621
MDH1,1.112,9,3,0,3.28344,468,7,38.05,11190,14461.4,17,10,7,0.000002168,0.18839,0.62085,1.018137196,-0.207437529,1.10453,0.99064318
NEK7,0.954,10,4,0,1.14791,402,-13,35.84,86307.125,101933.1667,8,6,2,0.000003602,0.24935,0.11215,0.497427608,-0.029247611,1.49342,0.988509102
OR2B6,0.947,18,12,0,2.25015,562,24,43.95,942,942,1,1,0,0.000004339,0.000001,0.000001,-1.040452825,-0.025608647,5.32867,0.11437136
FUS,1.656,21,21,0,12.50318,351,26,46.87,5777.615385,11528.66667,13,3,10,0.000002569,0.42621,0.49093,1.753715066,-1.001120478,1.87589,0.856347198
TCEB3CL2,1.646,0,0,0,0.000001,0.000001,0.000001,63.92,1877,1877,1,1,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.17559,0.000001
OR2B3,0.947,23,4,0,1.55147,738,1,43,1106,1106,1,1,0,0.000004408,0.000001,0.000001,-1.41905529,-0.071520316,1.27835,4.70E-05
NEK3,1.596,27,6,0,3.97134,432,30,39.71,16594.11111,21807.4,11,5,6,0.000002849,0.11626,0.08877,-0.047829102,0.198490371,12.71378,0.83235512
NEK2,1.483,18,12,1,3.91935,167,9,39.5,9661,11476,5,3,2,0.000003059,0.85196,0.20525,0.94278159,-0.314027422,6.86235,0.994632368
NEK1,4.031,42,22,0,2.45919,399,12,37.08,147093,184068.3333,8,6,2,0.000002541,0.59582,0.09298,1.005299089,-0.08265057,7.17409,0.329145828
LRRC75B,0.968,28,10,0,0.000001,0.000001,0.000001,60.52,6054.125,0.000001,8,1,7,0.000001,0.000001,0.000001,0.000001,1.576373448,10000,0.000001
LRRC75A,1.055,9,4,0,8.29707,254,8,53.43,35205.33333,0.000001,3,2,1,0.000001,0.000001,0.000001,0.000001,0.926041233,10000,0.000001
ACAT2,1.239,14,10,0,6.48197,420,22,44.57,12984,17681,4,2,2,0.000003303,0.11409,0.25895,1.121151765,-0.359940251,11.60348,0.347813348
ACAT1,1.344,14,7,0,4.17904,695,19,42.49,10878.08333,15087.75,12,4,8,0.000002591,0.33314,0.47999,0.521074682,-0.538132194,7.92876,0.922784442
PPAT,1.609,12,14,0,6.51147,594,16,37.44,24322.8,42254,5,1,4,0.000002758,0.89076,0.37887,2.649154669,-0.005381972,0.9501,0.994644788
FUZ,1.312,17,11,0,16.73246,205,37,52.29,3685.684211,4970.857143,19,7,12,0.000002742,0.36339,0.24864,0.327646313,0.018483465,5.04573,0.939919893
