Gene	GDI_Phred
AC117834.1	0.27996
ARPP19	0.28044
TMEM11	0.28020
TCEAL3	0.28067
AC011239.1	0.28091
C20orf197	0.28115
SAT1	0.28138
RBM39	0.28162
FBXL16	0.28186
NDUFB4	0.28209
PCBP1	0.28233
AADAT	0.28257
ZSWIM7	0.28280
RAB1B	0.28304
ZNF75A	0.28328
USP46	0.28352
TNFAIP8L1	0.28375
JAZF1	0.28399
AC024257.1	0.28446
AC126614.1	0.28423
GNAZ	0.28470
CDKN2B	0.28494
PRPF38A	0.28518
IFRG15	0.28541
CPSF6	0.28565
PRMT8	0.28589
LINC00632	0.28612
BLID	0.28636
METTL14	0.28660
CTD-2203A3.1	0.28684
CNPY1	0.28707
MRPS14	0.28731
CTLA4	0.28755
ISY1-RAB43	0.28778
CXCR4	0.28802
RP11-195B21.3	0.28826
RAB41	0.28850
MAF1	0.28873
FAM96B	0.28897
HRK	0.28921
RBBP5	0.28945
LAS1L	0.28968
MYL3	0.28992
IZUMO1	0.29016
TPRG1L	0.29040
RP4-734P14.4	0.29063
GABRA3	0.29087
RNF185	0.29111
ATP5L2	0.29134
AC131971.1	0.29158
MLEC	0.29182
RP11-105C20.2	0.29206
HIST1H3F	0.29229
NXPH1	0.29253
CSNK2A1	0.29277
ALKBH5	0.29301
STARD3NL	0.29324
DCTN5	0.29348
COA1	0.29372
AC103801.2	0.29396
RAB3C	0.29420
ANAPC10	0.29443
POLE3	0.29467
TNFSF12-TNFSF13	0.29491
FOXD4L6	0.29515
ARPC2	0.29538
MRPS18C	0.29562
THAP11	0.29586
C18orf42	0.29610
UQCR11	0.29633
PF4V1	0.29657
IFITM2	0.29681
RRAGC	0.29705
TEF	0.29729
HSD17B11	0.29752
AC006538.4	0.29776
DDX3Y	0.29800
BCL7A	0.29824
TMEM65	0.29847
RABAC1	0.29871
RERG	0.29895
C9orf37	0.29919
PARP11	0.29943
OTX2	0.29966
KLRC2	0.29990
EIF2AK2	0.30014
SLC31A2	0.30038
WDR13	0.30062
C14orf1	0.30109
HIST1H2BH	0.30085
C11orf73	0.30133
H1F0	0.30157
AC124890.1	0.30181
AIDA	0.30204
IL8	0.30228
HIST1H4F	0.30252
EMP2	0.30276
AMN1	0.30300
HBZ	0.30323
NUDT10	0.30347
KAT5	0.30371
EIF3C	0.30395
PUF60	0.30419
MBNL3	0.30442
AC115618.1	0.30466
PPP2R5E	0.30490
DNPH1	0.30514
PKIB	0.30538
DYNLT1	0.30562
KHDRBS3	0.30585
EIF3L	0.30609
C12orf44	0.30633
TSPAN13	0.30657
AIG1	0.30681
TUBB3	0.30705
TMEM229B	0.30728
COMMD7	0.30752
OCLM	0.30776
PPP2R2A	0.30800
UBC	0.30824
RHOU	0.30848
PHF10	0.30895
SOX11	0.30871
PCED1B	0.30919
CNBP	0.30943
AGO1	0.30967
RPL12	0.30991
C1QA	0.31014
SCGB1D1	0.31038
FAM133B	0.31062
CERS1	0.31086
TMEM56	0.31110
ARL14EP	0.31134
CACUL1	0.31158
VPS26B	0.31181
CSTF1	0.31205
RP11-661C8.3	0.31229
CBWD5	0.31253
FOXR2	0.31277
EIF2S1	0.31301
FKBP11	0.31325
TRAPPC3	0.31349
ANAPC13	0.31372
CALM2	0.31396
SEPHS1	0.31420
SCAMP5	0.31444
LPPR5	0.31468
ID2	0.31492
S100P	0.31516
ACTR1A	0.31539
ZMYND11	0.31563
EIF4EBP2	0.31587
ATP6V0D1	0.31611
HIST1H2BC	0.31635
FAM9C	0.31659
MVB12B	0.31683
AP000322.53	0.31707
ATP6V1D	0.31778
SNF8	0.31754
TMEM167A	0.31731
CBLN3	0.31802
FAM195A	0.31826
AC004817.1	0.31874
C8orf88	0.31850
AC003006.7	0.31898
STAG2	0.31922
CTD-2140B24.4	0.31946
GCLM	0.31970
FTH1	0.31993
BCL2L15	0.32017
ATP5J2	0.32041
DYDC1	0.32065
HIST3H2BB	0.32089
SRR	0.32113
ARMCX1	0.32137
CYP17A1	0.32161
MT2A	0.32185
CS	0.32209
NRF1	0.32233
RNASE12	0.32256
HN1L	0.32280
RMND5A	0.32304
CGB	0.32328
NPIPA7	0.32352
SOX21	0.32376
SIGLECL1	0.32400
DRAM1	0.32424
SMCP	0.32448
MAPK8	0.32472
ARPC5L	0.32496
ITGB3BP	0.32520
RHOJ	0.32544
CSTF3	0.32567
MAP2K6	0.32591
SMIM11	0.32615
APITD1-CORT	0.32639
ATP5E	0.32663
ASB7	0.32687
UTY	0.32711
COX5A	0.32735
ZNF483	0.32759
NR2C2AP	0.32783
TSR2	0.32807
EPGN	0.32831
MANBAL	0.32855
AC006946.15	0.32879
RAB30	0.32903
MTG1	0.32927
DEFB131	0.32951
RPL9	0.32975
KCNJ2	0.32999
SMS	0.33022
SFXN4	0.33046
CDK9	0.33070
CCDC58	0.33094
AC018867.1	0.33118
PPDPF	0.33142
CDC34	0.33166
ACTR3B	0.33214
MSN	0.33190
NXF3	0.33238
DEFA5	0.33262
CITED1	0.33286
C14orf64	0.33310
KLRC1	0.33334
LGI1	0.33358
ENC1	0.33382
DAZAP2	0.33406
CEBPA	0.33430
SUV39H2	0.33454
CALB1	0.33478
RBM22	0.33502
UCK2	0.33526
CD79B	0.33550
METTL1	0.33574
CUL4B	0.33598
SOX2	0.33622
RP11-1055B8.6	0.33646
HIST1H2AA	0.33670
ELAVL3	0.33694
HOXA6	0.33718
FAM104B	0.33742
FBXO46	0.33766
CYTH2	0.33790
KDELR2	0.33814
CCL15	0.33838
RP11-219B4.5	0.33862
C9orf62	0.33886
RAMP1	0.33910
TMEM9	0.33934
MB	0.33958
AL592284.1	0.33982
KRTAP25-1	0.34006
AC092291.2	0.34054
RP11-210M15.2	0.34030
CSNK1G3	0.34102
GCK	0.34078
ITGB1BP1	0.34126
OBP2B	0.34150
SEPT5	0.34174
PRAMEF20	0.34198
IL2RA	0.34222
ONECUT3	0.34246
FAM204A	0.34270
FAM3A	0.34294
CTXN1	0.34318
SSR3	0.34342
TOMM7	0.34366
NPLOC4	0.34390
RBM18	0.34414
LSMEM1	0.34438
SEC61B	0.34462
RAB22A	0.34486
SLC25A14	0.34511
C5orf48	0.34535
AP001350.1	0.34559
CYSTM1	0.34583
CENPV	0.34607
RRAGA	0.34631
SRSF7	0.34655
NDUFB3	0.34679
MMGT1	0.34703
LIN7B	0.34727
BRCC3	0.34751
UBQLN2	0.34775
PPARD	0.34799
EIF4A3	0.34823
GLRX2	0.34847
RP11-474G23.1	0.34871
EMC2	0.34895
GNG12	0.34919
LDB2	0.34943
MAGEB18	0.34968
KLRD1	0.34992
LEUTX	0.35016
ENSA	0.35040
STK38L	0.35064
TAF7	0.35088
RP11-872D17.8	0.35112
RHOG	0.35136
MRGBP	0.35160
KRTAP12-4	0.35184
KCNV1	0.35208
ERGIC2	0.35232
TNFAIP8	0.35256
NDUFAB1	0.35281
JKAMP	0.35305
LMO1	0.35329
KIAA1658	0.35353
SPINT4	0.35377
UQCRQ	0.35401
THRA	0.35425
TMEM97	0.35449
FNTB	0.35473
CTCF	0.35497
SLC25A4	0.35521
PRAMEF16	0.35546
RRAS2	0.35570
NAT8L	0.35594
PATE3	0.35618
COX6A1	0.35642
PCYT1B	0.35666
SPRR1A	0.35690
UFM1	0.35714
PLD6	0.35738
VCX	0.35763
S100A13	0.35787
IL1RAPL2	0.35811
C6orf106	0.35835
SMIM6	0.35859
MPZL1	0.35883
NKIRAS1	0.35907
C1orf233	0.35931
HPCAL1	0.35955
IL1B	0.35980
FAM192A	0.36004
RGS7BP	0.36028
SERTAD3	0.36052
GATM	0.36076
NPM1	0.36100
SMARCA5	0.36124
C14orf132	0.36148
HDAC8	0.36173
RPS12	0.36197
ARIH2	0.36221
RP13-672B3.2	0.36245
SLC25A16	0.36269
IFNA13	0.36293
RP11-536G4.1	0.36317
EIF3D	0.36342
MSI1	0.36366
RPS2	0.36390
C14orf142	0.36414
RP11-257K9.8	0.36438
PRPSAP2	0.36462
GNPNAT1	0.36486
PYURF	0.36511
AC007401.2	0.36535
CRABP1	0.36559
CABP1	0.36583
BMF	0.36607
KCNK12	0.36631
NAA50	0.36656
SSNA1	0.36680
WBP5	0.36704
DAPP1	0.36728
TXN2	0.36752
DCTN6	0.36776
MAGEB4	0.36801
RBM3	0.36825
AKIRIN2	0.36849
PSMD4	0.36873
SMR3B	0.36897
TMEM101	0.36921
SCIMP	0.36946
PIGH	0.36970
RPL7A	0.36994
FAM46D	0.37018
CSNK2A2	0.37042
THY1	0.37066
CDC26	0.37091
GAS1	0.37115
EID1	0.37139
ARPC3	0.37163
ATP5L	0.37187
TBC1D29	0.37212
SFN	0.37236
HNRNPA3	0.37260
FGF8	0.37284
C7orf76	0.37308
MRPS26	0.37333
CRIPT	0.37357
AC138393.1	0.37405
TRIM49D1	0.37381
CTNNB1	0.37429
EEF2	0.37454
SIKE1	0.37478
NFYC	0.37502
IL5	0.37526
FLT3LG	0.37550
EIF4H	0.37575
BAD	0.37599
TBPL1	0.37623
MBTD1	0.37647
SYAP1	0.37671
DEFA3	0.37696
NDUFA12	0.37720
C8orf31	0.37744
SCRT1	0.37768
POLR3K	0.37793
RAB39A	0.37817
ZNF148	0.37841
PSMC6	0.37865
C1orf122	0.37890
CYHR1	0.37938
ZYG11B	0.37914
XG	0.37962
SFT2D2	0.37986
PRG2	0.38011
AC108868.1	0.38059
RAB31	0.38035
ARL1	0.38083
EGR3	0.38108
CT45A5	0.38132
KRTAP19-8	0.38156
CDK4	0.38180
RP11-410N8.4	0.38205
MSANTD4	0.38229
PRRT1	0.38253
SNRPG	0.38277
INSL3	0.38302
NDUFB1	0.38326
CYorf17	0.38374
UBE2Q2L	0.38350
STX1A	0.38399
SPR	0.38423
AL117190.2	0.38447
FZR1	0.38471
C17orf49	0.38496
MAB21L2	0.38520
AQP2	0.38544
RAB6A	0.38568
TSPAN14	0.38593
DHFR	0.38617
CABP7	0.38641
CNOT6L	0.38666
RNF38	0.38690
MOB1B	0.38714
AL137002.1	0.38763
AP001925.1	0.38738
IGFBP4	0.38787
GPR85	0.38811
UBTF	0.38835
EIF3I	0.38860
SLC25A11	0.38884
MXD4	0.38908
RFC5	0.38933
INSIG1	0.38957
UQCRFS1	0.38981
AL356356.1	0.39006
HIST1H2AG	0.39030
KRTCAP2	0.39054
SOST	0.39078
BTG4	0.39103
SF3B1	0.39127
OSTC	0.39151
DEFB112	0.39176
XPO1	0.39200
NPIPB7	0.39224
SYNCRIP	0.39248
MIF	0.39273
NPY5R	0.39297
SLC25A43	0.39321
FPR3	0.39346
INSIG2	0.39370
FTL	0.39394
C9orf170	0.39419
AQP3	0.39443
PRDX6	0.39467
POLD4	0.39492
CSTB	0.39516
CELF2	0.39540
PITPNC1	0.39565
ZNF791	0.39589
MRPL34	0.39613
BTG3	0.39638
TFCP2	0.39662
SRSF5	0.39686
DCAF4L1	0.39711
EEF1E1	0.39735
GRIK1-AS2	0.39759
EEF1A1	0.39784
HDAC11	0.39808
RPL35	0.39832
AL160175.1	0.39857
PHYHIPL	0.39881
SEPT2	0.39905
PRAMEF14	0.39930
S100A9	0.39954
SNAP23	0.39978
RORB	0.40003
IL17B	0.40027
CMTM3	0.40076
ERLIN2	0.40051
WDR5	0.40100
AL162407.1	0.40124
ADK	0.40149
ARL3	0.40173
RPP25	0.40197
PRR18	0.40222
FBXW11	0.40246
ADIG	0.40271
PURB	0.40295
ATAD1	0.40319
TMEM57	0.40344
CDX4	0.40368
RSRC2	0.40392
LGALS1	0.40417
ANKRD49	0.40441
ASB9	0.40465
NBPF15	0.40490
TRA2A	0.40514
GGCT	0.40539
COX6A2	0.40563
RNF166	0.40587
SCN2B	0.40612
NAP1L6	0.40636
PYCR2	0.40661
PRMT5	0.40685
LPGAT1	0.40709
GCH1	0.40734
ACVR2A	0.40758
SMCO4	0.40782
TADA3	0.40807
CBX7	0.40831
TBCB	0.40856
ZDHHC22	0.40880
PHB	0.40904
TMEM9B	0.40929
MAGEB3	0.40953
GCG	0.40978
NDUFA2	0.41002
SMC3	0.41026
KCNK3	0.41051
CD47	0.41075
SSX3	0.41100
WDR26	0.41124
RASA4	0.41148
SLC9A6	0.41173
SAR1B	0.41222
SGMS1	0.41197
RBP4	0.41246
MYL9	0.41271
POU3F4	0.41295
PFDN2	0.41319
RPL18A	0.41344
FIGLA	0.41368
OTUD6A	0.41393
XRCC6	0.41417
NANOS2	0.41442
BAG2	0.41466
SLC25A28	0.41490
RP11-565P22.6	0.41515
CXXC5	0.41539
AGO3	0.41564
LIMD2	0.41588
AC007377.1	0.41661
AC061975.10	0.41637
AL591806.1	0.41613
ECHS1	0.41686
PEG10	0.41710
BTK	0.41735
AC092811.1	0.41784
CCND1	0.41759
IL13RA2	0.41808
TMEM50B	0.41833
C3orf27	0.41857
CAV1	0.41881
PRPF31	0.41906
ENOPH1	0.41930
RCHY1	0.41955
ATP6V1G2	0.41979
KRTAP15-1	0.42004
SULT4A1	0.42028
DEFB115	0.42053
MAP2K4	0.42077
THAP10	0.42102
SERTM1	0.42126
PDE6H	0.42151
MTRNR2L12	0.42175
GAPT	0.42199
HIST1H2BO	0.42224
HBG2	0.42248
CXorf67	0.42273
C6orf62	0.42297
PGF	0.42322
NOSIP	0.42346
CTC-273B12.7	0.42371
SPAG11B	0.42395
DCX	0.42420
SNRNP25	0.42444
ARHGEF9	0.42469
OGN	0.42493
TMEM45A	0.42518
DESI2	0.42542
AC091801.1	0.42567
FHL1	0.42591
GREM2	0.42616
NDUFA4L2	0.42640
GEMIN7	0.42665
ZNF275	0.42689
GNAO1	0.42714
GOLPH3	0.42738
DNAJB4	0.42763
TMEM27	0.42787
HIST1H2BN	0.42812
EED	0.42836
TECR	0.42861
CBFB	0.42885
CNOT8	0.42910
PCBD1	0.42934
PDPK1	0.42959
KRBOX4	0.42983
PRDX2	0.43008
PPP2R2C	0.43032
RP11-111M22.2	0.43057
RP11-712L6.5	0.43081
FABP2	0.43106
CA11	0.43130
HIST1H2BA	0.43155
NTS	0.43179
CNR1	0.43204
CHMP3	0.43229
BRS3	0.43253
LIN28A	0.43278
DNAJA2	0.43302
GPX3	0.43327
GPR173	0.43351
NPRL2	0.43376
RBP2	0.43400
TIMP2	0.43425
ATP6C	0.43449
CST6	0.43474
S100A16	0.43498
SMARCD3	0.43523
BAX	0.43548
PRKX	0.43572
RNASE3	0.43597
GPR22	0.43621
NR2E1	0.43646
SCT	0.43670
ISCA2	0.43695
PAK2	0.43719
TRAPPC6B	0.43744
GNPDA1	0.43768
GPHA2	0.43793
DTX3	0.43818
MAGEB1	0.43842
FUT9	0.43867
KCTD13	0.43891
PRPF19	0.43916
CHRM1	0.43940
NXPH2	0.43965
RLN1	0.43990
SLC38A1	0.44014
FEZF2	0.44039
RMI2	0.44063
GPM6B	0.44088
SPATA31A1	0.44112
GRAP	0.44137
CUL5	0.44162
HECA	0.44186
ZNF605	0.44211
FABP4	0.44235
TMEM165	0.44260
KCTD9	0.44285
TIMM17B	0.44309
FAM210A	0.44334
STMN3	0.44358
FGF12	0.44383
ARL5A	0.44408
AC069547.1	0.44457
RP11-342M21.2	0.44432
INSL5	0.44481
C8orf22	0.44506
TNNT3	0.44531
LYN	0.44555
TMEM164	0.44580
CHORDC1	0.44604
ANKRD7	0.44629
ORMDL1	0.44654
GOLGA6L4	0.44678
CPSF4	0.44703
C2ORF15	0.44727
MAFB	0.44752
SMIM2	0.44777
MRPL14	0.44801
REG3A	0.44826
RPL32	0.44850
TIMP3	0.44875
TMEM218	0.44900
AC007216.2	0.44924
C1orf213	0.44949
ERGIC3	0.44974
GDF11	0.44998
PRSS8	0.45023
GTF2A1	0.45047
ZMYND19	0.45072
REEP1	0.45097
ANKRD9	0.45121
CD28	0.45146
SCN3B	0.45171
PELI1	0.45195
MS4A8	0.45220
RWDD2A	0.45245
IAPP	0.45269
RPL7	0.45294
NLGN4Y	0.45319
PLA2G12B	0.45343
GTF2F2	0.45368
FBXW2	0.45392
C3orf18	0.45417
PTP4A3	0.45442
AC135048.1	0.45466
NPIPB9	0.45491
SNAPIN	0.45516
AGTRAP	0.45540
GPR27	0.45565
AC016885.1	0.45590
DNAJC19	0.45614
C7orf61	0.45639
BARHL1	0.45664
C21orf37	0.45688
MT3	0.45713
ZNF75D	0.45738
KCNC1	0.45762
NDUFAF2	0.45787
AKTIP	0.45812
S100Z	0.45836
AKT1	0.45861
STT3A	0.45886
GMDS	0.45910
CDK19	0.45935
TAZ	0.45960
MYL12A	0.45985
RRAGB	0.46009
ASNA1	0.46034
ATL1	0.46059
HNRNPL	0.46083
CLDN12	0.46108
UBE2V1	0.46133
SHOX	0.46157
NAMPT	0.46182
PAXIP1-AS2	0.46207
TMEM212	0.46231
HMGN3	0.46256
GLRA2	0.46281
COX16	0.46306
RPS16	0.46330
EEF1G	0.46355
NUDT16L1	0.46380
SLAMF6	0.46404
NOG	0.46429
OSTF1	0.46454
MAD2L2	0.46479
ING2	0.46503
DDX46	0.46528
SCGB2A2	0.46553
ING5	0.46577
C1orf180	0.46602
ELAVL1	0.46627
AC105020.1	0.46652
MFAP5	0.46676
SNRPA	0.46701
PSENEN	0.46726
SPIN3	0.46750
RNASEK	0.46775
SMNDC1	0.46800
LASP1	0.46825
STXBP6	0.46849
CNIH3	0.46874
C5orf30	0.46899
RABIF	0.46924
PRM3	0.46948
NFIA	0.46973
MAGEA10	0.46998
SMDT1	0.47023
DCP2	0.47047
CST1	0.47072
ZDHHC3	0.47097
HIST1H2BK	0.47122
ALOX5AP	0.47146
CMC4	0.47171
EIF4E3	0.47196
ST7-OT4	0.47221
RBM14-RBM4	0.47245
STXBP1	0.47270
CLCN4	0.47295
E2F6	0.47320
IL13RA1	0.47344
AEBP2	0.47369
HIST1H2AI	0.47394
CELF5	0.47419
HIAT1	0.47443
RPE	0.47468
SPCS2	0.47493
CCDC172	0.47518
ARL8B	0.47543
ACTG1	0.47567
SNX6	0.47592
MYL6B	0.47617
SDHAF1	0.47642
BCL2L2	0.47666
HEPN1	0.47691
MAPK1IP1L	0.47716
FAM215A	0.47741
ZNHIT1	0.47766
RBM7	0.47790
KRTAP20-2	0.47815
EBAG9	0.47840
CH17-132F21.1	0.47865
RNASEH1	0.47890
CCDC167	0.47914
MAPRE2	0.47939
AGPAT4	0.47964
BATF	0.47989
CASK	0.48013
HES1	0.48038
TNFSF8	0.48063
SYCE2	0.48088
NDUFS8	0.48113
CDC16	0.48138
LIN7A	0.48162
OR56A3	0.48187
AP003041.2	0.48212
KCNMB2	0.48237
EFNB2	0.48262
RABGGTB	0.48286
SURF4	0.48311
FUNDC1	0.48336
PAK1	0.48361
ATP1A3	0.48410
PITX3	0.48386
AGAP2-AS1	0.48435
TMEM163	0.48460
PEX19	0.48485
RND3	0.48510
EIF3E	0.48535
PF4	0.48559
EN1	0.48584
FAM19A5	0.48609
C4orf48	0.48634
CHRM4	0.48659
CTDSP2	0.48684
CCR6	0.48708
FBXL14	0.48733
HIGD1A	0.48758
GABPA	0.48783
RNF2	0.48808
VPS26A	0.48833
CLIC2	0.48858
VHL	0.48882
NSF	0.48907
BNIP3L	0.48932
BHLHA9	0.48957
PRAF2	0.48982
RP11-379H8.1	0.49007
ZNF776	0.49032
C9orf78	0.49056
HIST1H2AL	0.49081
SRP14	0.49106
CDC27	0.49131
SH3GL3	0.49156
LRRTM2	0.49181
CMTM7	0.49206
UGCG	0.49230
SGTA	0.49255
QDPR	0.49280
SRM	0.49305
TSPAN33	0.49330
KLRK1	0.49355
TMEM192	0.49380
TNFSF4	0.49405
GTF2B	0.49429
MID1IP1	0.49454
TMEM252	0.49479
TAC3	0.49504
FAM8A1	0.49529
ELAVL2	0.49554
CNFN	0.49579
FBXL20	0.49604
TBX20	0.49629
KPNA4	0.49653
ATXN7L3	0.49678
COLCA2	0.49703
DPF1	0.49728
C3orf65	0.49753
NCALD	0.49778
SLC25A1	0.49803
TMEM170A	0.49828
ZNF177	0.49853
GATA1	0.49878
C3orf22	0.49902
GJB1	0.49927
GJA5	0.49952
RP11-6L6.2	0.49977
VDAC2	0.50002
SOCS1	0.50027
C1QL1	0.50052
ZCCHC17	0.50077
ABHD17B	0.50102
NABP1	0.50127
LELP1	0.50152
DEC1	0.50177
ANKRD34A	0.50202
EXOSC1	0.50226
HTR5A-AS1	0.50251
FGF19	0.50276
TM4SF18	0.50301
AC051642.1	0.50326
CD82	0.50351
DCUN1D2	0.50376
IL17A	0.50401
CLDND1	0.50426
FAM168A	0.50451
AP000867.1	0.50476
DUSP21	0.50501
ZNF426	0.50526
HHEX	0.50551
IFNA6	0.50576
C21orf49	0.50601
TWIST1	0.50625
MARCH5	0.50650
PPP2R5D	0.50675
PIAS1	0.50700
TFAP2A	0.50725
RBP7	0.50750
THOC7	0.50775
CDC42	0.50800
OTOS	0.50825
LRRC57	0.50850
SRF	0.50875
CYSLTR1	0.50900
GNG5	0.50925
LBX1	0.50950
FAM9B	0.50975
DCUN1D3	0.51000
PRKAR2B	0.51025
LRRN4CL	0.51050
CCL4L2	0.51075
CACNG7	0.51100
TMEM179B	0.51125
FABP5	0.51150
NRARP	0.51175
CREG1	0.51200
PPP2R1A	0.51225
ZNF280C	0.51250
RAB5A	0.51275
APCS	0.51300
SZRD1	0.51325
KPNA1	0.51350
HES7	0.51375
GREM1	0.51400
BCAP31	0.51425
AL161915.1	0.51450
NEUROD6	0.51475
UXS1	0.51500
MIEN1	0.51525
SH3GLB1	0.51550
CXCL5	0.51575
S100A7A	0.51600
AGPS	0.51625
GNG8	0.51650
VCP	0.51675
PFN4	0.51700
RGS5	0.51725
PPP2R3C	0.51750
ARFIP2	0.51775
GNA12	0.51800
ABHD13	0.51825
LSMEM2	0.51850
ASF1B	0.51875
RP11-644F5.10	0.51900
HIST1H4K	0.51925
FAM32A	0.51950
RBM5	0.51975
DDX19A	0.52000
STRADB	0.52025
SYCN	0.52050
AZI2	0.52075
TOMM70A	0.52100
NKAIN1	0.52125
RP11-867G23.8	0.52150
HIST1H4B	0.52175
RAB34	0.52200
CSN2	0.52225
WDR89	0.52250
HIST1H2BB	0.52275
NHLH1	0.52300
CKLF	0.52325
NDUFAF4	0.52350
RFPL4A	0.52376
PROP1	0.52401
TNFRSF6B	0.52426
IL20RB	0.52451
ASGR1	0.52476
TIMP4	0.52501
ZNF136	0.52526
USP17L15	0.52551
MRPL11	0.52576
SBK1	0.52601
FAM58A	0.52626
KHDRBS1	0.52651
AKIRIN1	0.52676
GLUL	0.52701
PABPC4	0.52726
DPM2	0.52751
TLK2	0.52777
PICK1	0.52802
C10orf35	0.52827
FOXO4	0.52852
EMX2	0.52877
ZBTB8OS	0.52902
PRR4	0.52927
PCGF3	0.52952
PGA3	0.52977
H1FX	0.53002
REG4	0.53027
NMT1	0.53052
MAP3K7	0.53078
KCNA6	0.53103
FAM89B	0.53128
SSX5	0.53153
CEND1	0.53178
KLHL42	0.53203
CCND2	0.53228
COPS3	0.53253
PTCD2	0.53278
SPSB1	0.53303
SULT1E1	0.53329
FAM43B	0.53354
CXCL12	0.53379
OTUD5	0.53404
EVI5L	0.53429
ZNF124	0.53454
TMEM42	0.53479
RP11-287D1.3	0.53504
RANGRF	0.53529
CPLX1	0.53555
NUDT2	0.53580
OLFM1	0.53605
FAM150A	0.53630
OOSP1	0.53655
CBLL1	0.53680
KPNA6	0.53705
SCP2	0.53730
CAMK2G	0.53756
CUTC	0.53781
AC008914.1	0.53806
GRINA	0.53831
GABRA1	0.53856
FSTL3	0.53881
UCHL5	0.53906
TIMM8B	0.53932
FRAT1	0.53957
C16orf92	0.53982
RP11-231C14.4	0.54007
SCGB3A1	0.54032
NIPSNAP1	0.54057
TMEM138	0.54082
IL1RAPL1	0.54108
SC5D	0.54133
ZNF689	0.54158
SNAI2	0.54183
AASDHPPT	0.54208
ZNF821	0.54233
AC005082.1	0.54258
SMAD4	0.54284
TRAM1L1	0.54309
COTL1	0.54334
MBD3	0.54359
HIST1H2BI	0.54384
IL26	0.54409
CH25H	0.54435
EID2B	0.54460
HSPB1	0.54485
PRM1	0.54510
SSBP2	0.54535
TRMT61A	0.54561
PPA1	0.54586
PRSS42	0.54611
BHLHA15	0.54636
WDR77	0.54661
KRT222	0.54686
GPR174	0.54712
PPAP2B	0.54737
KBTBD2	0.54762
ACSL4	0.54787
CCSAP	0.54812
FOXG1	0.54838
CTPS2	0.54863
NKX2-4	0.54888
TLR8	0.54913
ACBD7	0.54938
RCOR3	0.54964
IRF2	0.54989
RP11-45H22.3	0.55014
CRYGS	0.55039
EIF3G	0.55064
VAMP5	0.55090
TP53	0.55115
HIST1H3E	0.55140
MPZ	0.55165
AMMECR1	0.55190
EBP	0.55216
CARHSP1	0.55241
EFNA4	0.55266
LSM14B	0.55291
TNF	0.55317
EIF4E2	0.55342
CCDC25	0.55367
TEX12	0.55392
CDK6	0.55417
C6orf48	0.55443
ITGB1	0.55468
RALB	0.55493
PPM1A	0.55518
PHACTR1	0.55544
FKBP1C	0.55569
SLC8A2	0.55594
MPLKIP	0.55619
NKAIN2	0.55645
GPR26	0.55670
N6AMT2	0.55695
JUN	0.55720
TADA2B	0.55745
PDE4D	0.55771
RP11-863K10.7	0.55796
PGRMC1	0.55821
B3GALT4	0.55846
PTHLH	0.55872
ZNF397	0.55897
RIPPLY1	0.55922
MPPED2	0.55948
ENO2	0.55973
SNCA	0.55998
AGR3	0.56023
PPP2R5B	0.56074
SLC2A1	0.56049
MSL1	0.56099
RP11-211G3.3	0.56124
TMEM121	0.56150
ZNF586	0.56175
MARK2	0.56200
GABRB2	0.56225
ARRDC3	0.56251
KDSR	0.56276
RP11-176H8.1	0.56301
MDM2	0.56327
LAMTOR1	0.56352
PNMA3	0.56377
SH3BP5L	0.56402
TNFSF14	0.56428
FAU	0.56453
FAM19A2	0.56478
C9orf40	0.56504
CTBP1	0.56529
ESRRG	0.56554
AGPAT6	0.56579
C19orf24	0.56605
AL450307.1	0.56630
SLC7A1	0.56655
NFE2	0.56681
RSPO3	0.56706
PIGY	0.56731
TMEM75	0.56757
DDX23	0.56782
RBMS1	0.56807
MAPKAPK3	0.56832
UFC1	0.56858
ACBD6	0.56883
RP11-73M18.2	0.56908
RUNX3	0.56934
SOCS4	0.56959
FAM122B	0.56984
COPS4	0.57010
MAU2	0.57035
NOXRED1	0.57060
C9orf38	0.57086
ZCCHC10	0.57111
ZMAT3	0.57136
AC090427.1	0.57162
SAMHD1	0.57187
CTSK	0.57212
SCML2	0.57238
ARL6IP5	0.57263
AL031320.1	0.57288
TAB2	0.57314
C4BPB	0.57339
ANKRA2	0.57364
TMPRSS11BNL	0.57390
C14orf23	0.57415
MRPS25	0.57440
RCAN1	0.57466
CGB5	0.57491
AL138764.1	0.57516
CSNK2B	0.57542
AC099344.1	0.57567
GNG13	0.57592
CTB-58E17.5	0.57618
SLC6A8	0.57643
HABP4	0.57669
AL391421.1	0.57694
ACOT7	0.57719
KCND3	0.57745
TXNL1	0.57770
B9D2	0.57795
STX12	0.57821
CPSF7	0.57846
HBE1	0.57871
ONECUT2	0.57897
CXCL11	0.57922
LIN28B	0.57948
HMG20A	0.57973
ZFAND3	0.57998
IL13	0.58024
KLHL7	0.58049
C5orf28	0.58074
C6orf99	0.58100
SOX5	0.58125
RXRG	0.58151
ARHGAP36	0.58176
DOLPP1	0.58201
POP7	0.58227
RLIM	0.58252
RGS7	0.58278
GCSAM	0.58303
POLR2E	0.58328
GATS	0.58354
DAND5	0.58379
CLIP3	0.58405
NIP7	0.58430
TEX13A	0.58455
TP53INP2	0.58481
TMEM147	0.58506
NONO	0.58532
ILKAP	0.58557
PRPF3	0.58582
AC026703.1	0.58608
MINPP1	0.58633
DEFB126	0.58659
NFIB	0.58684
SCGB1D4	0.58709
GET4	0.58735
